楼盘,区域,地址,朝向,房型,面积,层高,建造年份,单价,总价,优势1,优势2,优势3
奥园玺樾九里,巴南,花溪,东,3室2厅2卫,95.16㎡,中层(共20层),2020年建造,10404元/㎡,99万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,东,3室2厅2卫,92.14㎡,高层(共17层),2015年建造,11396元/㎡,105万,近地铁,车位充足,
保利林语溪,巴南,花溪,东,2室2厅2卫,67㎡,中层(共18层),2015年建造,12687元/㎡,85万,近地铁,车位充足,
宗申动力城(二三期),巴南,花溪,东,3室2厅2卫,102㎡,低层(共26层),2013年建造,7059元/㎡,72万,近地铁,,满二年
东原桐麓,巴南,花溪,东,3室2厅2卫,72.56㎡,低层(共19层),2016年建造,10061元/㎡,73万,近地铁,,满二年
东原桐麓,巴南,花溪,东,3室2厅2卫,72㎡,高层(共19层),2016年建造,11389元/㎡,82万,近地铁,,满二年
奥园金樾山,巴南,花溪,东,3室2厅2卫,99㎡,高层(共27层),2018年建造,9596元/㎡,95万,近地铁,,满二年
保利林语溪,巴南,花溪,东北,3室2厅2卫,92.14㎡,低层(共17层),2015年建造,13567元/㎡,125万,满二年,近地铁,
保利林语溪,巴南,花溪,东北,3室2厅2卫,92.14㎡,中层(共17层),2015年建造,11396元/㎡,105万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,东北,2室2厅2卫,74.86㎡,高层(共10层),2015年建造,12290元/㎡,92万,近地铁,车位充足,满二年
东海定南山,巴南,花溪,东北,4室2厅2卫,136.57㎡,共2层,2016年建造,11313元/㎡,154.5万,近地铁,车位充足,满二年
珠江城爱丽舍庄园,巴南,花溪,东南,4室2厅2卫,130㎡,低层(共7层),2018年建造,11154元/㎡,145万,满二年,车位充足,
保利林语溪,巴南,花溪,东南,3室2厅2卫,92㎡,低层(共17层),2015年建造,12283元/㎡,113万,近地铁,车位充足,
东原桐麓,巴南,花溪,东南,3室2厅2卫,72㎡,高层(共19层),2000年建造,10139元/㎡,73万,近地铁,,满二年
奥园金樾山,巴南,花溪,东南,3室2厅2卫,88㎡,中层(共26层),2018年建造,11705元/㎡,103万,近地铁,,
珠江城爱丽舍庄园,巴南,花溪,东南,4室2厅2卫,130㎡,低层(共7层),2018年建造,11385元/㎡,148万,车位充足,,满二年
珠江城爱丽舍庄园,巴南,花溪,东南,4室2厅2卫,130㎡,中层(共7层),2018年建造,12154元/㎡,158万,车位充足,,满二年
珠江城爱丽舍庄园,巴南,花溪,东南,4室2厅2卫,130㎡,中层(共7层),2018年建造,13462元/㎡,175万,车位充足,,满二年
荣盛滨江华府紫郡府,巴南,花溪,东西,4室2厅2卫,115.1㎡,高层(共7层),2020年建造,8689元/㎡,100万,次新房,,满二年
申烨太阳城(一期),巴南,花溪,南,2室2厅2卫,86.9㎡,低层(共17层),2016年建造,6330元/㎡,55万,满二年,近地铁,
奥园玺樾九里,巴南,花溪,南,3室2厅2卫,99㎡,高层(共20层),2000年建造,11617元/㎡,115万,近地铁,车位充足,有电梯
保利林语溪,巴南,花溪,南,3室2厅2卫,92.14㎡,高层(共17层),2015年建造,13350元/㎡,123万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南,2室2厅2卫,70㎡,低层(共17层),2015年建造,11858元/㎡,83万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南,1室2厅2卫,102.2㎡,高层(共8层),2018年建造,11742元/㎡,120万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南,3室2厅2卫,105㎡,中层(共18层),2015年建造,11620元/㎡,122万,近地铁,车位充足,
保利林语溪,巴南,花溪,南,3室2厅2卫,69㎡,中层(共17层),2015年建造,11885元/㎡,82万,近地铁,车位充足,
保利林语溪,巴南,花溪,南,3室2厅2卫,76.9㎡,高层(共17层),2015年建造,10794元/㎡,83万,近地铁,车位充足,
东原桐麓,巴南,花溪,南,3室2厅2卫,85㎡,中层(共11层),2016年建造,11177元/㎡,95万,近地铁,,满五年
东原桐麓,巴南,花溪,南,3室2厅2卫,85㎡,低层(共11层),2017年建造,10589元/㎡,90万,近地铁,,满五年
东原桐麓,巴南,花溪,南,3室2厅2卫,85.24㎡,中层(共11层),2016年建造,11732元/㎡,100万,近地铁,,满五年
东原桐麓,巴南,花溪,南,2室2厅2卫,63.33㎡,高层(共19层),2016年建造,14212元/㎡,90万,近地铁,,满五年
申烨太阳城(一期),巴南,花溪,南,3室2厅2卫,112㎡,低层(共32层),2011年建造,6697元/㎡,75万,近地铁,,满二年
奥园金樾山,巴南,花溪,南,3室2厅2卫,98.05㎡,低层(共18层),2018年建造,12239元/㎡,120万,近地铁,,满二年
东原桐麓,巴南,花溪,南,3室2厅2卫,85.37㎡,低层(共7层),2017年建造,12183元/㎡,104万,近地铁,,满二年
奥园金樾山,巴南,花溪,南,3室2厅2卫,99㎡,中层(共27层),2018年建造,12122元/㎡,120万,近地铁,,满二年
东原桐麓,巴南,花溪,南,3室2厅2卫,85㎡,低层(共7层),2016年建造,13530元/㎡,115万,近地铁,,满二年
奥园金樾山,巴南,花溪,南,3室2厅2卫,98㎡,高层(共19层),2018年建造,10205元/㎡,100万,近地铁,,满二年
东原桐麓,巴南,花溪,南,3室2厅2卫,85㎡,高层(共11层),2016年建造,11765元/㎡,100万,近地铁,,满二年
远洋高尔夫国际社区翡丽岛,巴南,花溪,南,4室3厅3卫,135㎡,共2层,2016年建造,12445元/㎡,168万,近地铁,,满二年
东原桐麓,巴南,花溪,南,3室2厅2卫,85㎡,低层(共11层),2016年建造,12236元/㎡,104万,近地铁,,
中建瑜和城(一期),巴南,花溪,南,3室2厅2卫,106.87㎡,高层(共29层),2018年建造,11229元/㎡,120万,车位充足,,满五年
芸峰兰亭(二期),巴南,花溪,南,3室2厅2卫,102㎡,中层(共11层),2018年建造,10785元/㎡,110万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南,3室2厅2卫,89㎡,中层(共16层),2000年建造,10450元/㎡,93万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南,3室2厅2卫,87.21㎡,高层(共11层),2018年建造,10550元/㎡,92万,车位充足,,满二年
珠江城爱丽舍庄园,巴南,花溪,南,4室2厅2卫,130㎡,高层(共7层),2018年建造,10231元/㎡,133万,车位充足,,满二年
珠江城爱丽舍庄园,巴南,花溪,南,4室2厅2卫,124.75㎡,高层(共7层),2018年建造,14862元/㎡,185.4万,车位充足,,满二年
中建瑜和城(一期),巴南,花溪,南,3室2厅2卫,120㎡,中层(共29层),2019年建造,10834元/㎡,130万,车位充足,,
中建瑜和城二期(建林路467号),巴南,花溪,南,3室2厅2卫,107㎡,高层(共33层),2016年建造,10010元/㎡,107.1万,,,满五年
典雅花溪半岛二期,巴南,花溪,南,3室2厅2卫,87㎡,低层(共31层),2017年建造,11035元/㎡,96万,,,满二年
典雅花溪半岛二期,巴南,花溪,南,2室2厅2卫,69.09㎡,高层(共10层),2016年建造,10856元/㎡,75万,,,满二年
申烨太阳城(一期),巴南,花溪,南,2室2厅2卫,86.9㎡,低层(共17层),2016年建造,6330元/㎡,55万,,满二年,近地铁
保利林语溪,巴南,花溪,南,1室1厅1卫,66.84㎡,低层(共17层),2015年建造,10024元/㎡,67万,,近地铁,
奥园玺樾九里,巴南,花溪,南北,3室2厅2卫,95.16㎡,中层(共20层),2020年建造,10404元/㎡,99万,有电梯,近地铁,
宗申动力城(二三期),巴南,花溪,南北,3室2厅2卫,101.77㎡,中层(共33层),2013年建造,7468元/㎡,76万,满二年,近地铁,
华润澜山望(二期),巴南,花溪,南北,3室2厅2卫,101.54㎡,低层(共32层),2019年建造,7485元/㎡,76万,满二年,车位充足,
芸峰兰亭(二期),巴南,花溪,南北,4室2厅2卫,118.81㎡,共1层,2019年建造,12289元/㎡,146万,满二年,车位充足,
申烨太阳城(三期),巴南,花溪,南北,2室2厅2卫,58㎡,低层(共28层),2019年建造,8449元/㎡,49万,近地铁,次新房,满二年
汇立花溪湾,巴南,花溪,南北,3室2厅2卫,83.57㎡,低层(共25层),2021年建造,10531元/㎡,88万,近地铁,次新房,满二年
奥园金樾山,巴南,花溪,南北,3室2厅2卫,99.41㎡,低层(共18层),2020年建造,9557元/㎡,95万,近地铁,次新房,满二年
汇立花溪湾,巴南,花溪,南北,2室2厅2卫,61.4㎡,中层(共30层),2020年建造,11238元/㎡,69万,近地铁,次新房,满二年
奥园金樾山,巴南,花溪,南北,3室2厅2卫,85.8㎡,中层(共18层),2019年建造,9907元/㎡,85万,近地铁,次新房,
曦圆丽景,巴南,花溪,南北,3室2厅2卫,103.14㎡,低层(共8层),2018年建造,10666元/㎡,110万,近地铁,车位充足,有电梯
保利林语溪,巴南,花溪,南北,2室2厅2卫,69.97㎡,高层(共18层),2018年建造,11434元/㎡,80万,近地铁,车位充足,满五年
保利林语溪,巴南,花溪,南北,2室2厅2卫,67.39㎡,中层(共18层),2015年建造,12317元/㎡,83万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南北,2室2厅2卫,67.39㎡,中层(共18层),2015年建造,12317元/㎡,83万,近地铁,车位充足,满二年
奥园玺樾九里,巴南,花溪,南北,3室2厅2卫,100.03㎡,高层(共19层),2020年建造,10797元/㎡,108万,近地铁,车位充足,满二年
东海定南山,巴南,花溪,南北,3室2厅2卫,147㎡,共2层,2018年建造,10137元/㎡,149万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,3室2厅2卫,117.19㎡,共2层,2019年建造,11776元/㎡,138万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,4室2厅2卫,111.99㎡,共3层,2019年建造,11877元/㎡,133万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,4室2厅2卫,117㎡,共2层,2021年建造,12223元/㎡,143万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南北,2室2厅2卫,70㎡,低层(共17层),2015年建造,11000元/㎡,77万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南北,2室2厅2卫,68.65㎡,中层(共17层),2015年建造,11071元/㎡,76万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南北,2室2厅2卫,68.65㎡,高层(共17层),2015年建造,10925元/㎡,75万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,3室2厅2卫,97.42㎡,高层(共8层),2019年建造,10265元/㎡,100万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,4室2厅2卫,115㎡,共2层,2018年建造,12435元/㎡,143万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,5室3厅3卫,117.26㎡,共3层,2020年建造,12707元/㎡,149万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,4室2厅2卫,121㎡,共5层,2018年建造,11571元/㎡,140万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,3室2厅2卫,97.5㎡,高层(共7层),2019年建造,10154元/㎡,99万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,4室2厅2卫,115㎡,共3层,2020年建造,12609元/㎡,145万,近地铁,车位充足,满二年
奥园玺樾九里,巴南,花溪,南北,4室2厅2卫,119.92㎡,中层(共11层),2017年建造,10091元/㎡,121万,近地铁,车位充足,满二年
曦圆丽景,巴南,花溪,南北,3室2厅2卫,99.12㎡,中层(共8层),2020年建造,10695元/㎡,106万,近地铁,车位充足,满二年
东海定南山,巴南,花溪,南北,3室2厅2卫,149.71㎡,共5层,2014年建造,13360元/㎡,200万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南北,2室2厅2卫,67.65㎡,中层(共18层),2016年建造,10348元/㎡,70万,近地铁,车位充足,满二年
保利林语溪,巴南,花溪,南北,2室2厅2卫,68.65㎡,中层(共17层),2015年建造,10197元/㎡,70万,近地铁,车位充足,满二年
东海定南山,巴南,花溪,南北,3室2厅2卫,198㎡,共1层,2016年建造,10102元/㎡,200万,近地铁,车位充足,满二年
奥园玺樾九里,巴南,花溪,南北,4室2厅2卫,119.92㎡,高层(共11层),2020年建造,10508元/㎡,126万,近地铁,车位充足,
奥园金樾山,巴南,花溪,南北,4室2厅2卫,129.92㎡,高层(共11层),2018年建造,10776元/㎡,140万,近地铁,,有电梯
东原桐麓,巴南,花溪,南北,3室2厅2卫,85㎡,低层(共11层),2016年建造,11177元/㎡,95万,近地铁,,满五年
申烨太阳城(二期),巴南,花溪,南北,2室2厅2卫,81.8㎡,中层(共26层),2015年建造,7213元/㎡,59万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,3室2厅2卫,85㎡,低层(共11层),2016年建造,12353元/㎡,105万,近地铁,,满二年
宗申青年国际,巴南,花溪,南北,3室2厅2卫,96.56㎡,高层(共18层),2014年建造,10875元/㎡,105万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,3室2厅2卫,85.37㎡,中层(共11层),2018年建造,11597元/㎡,99万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,4室2厅2卫,85.73㎡,低层(共7层),2016年建造,12482元/㎡,107万,近地铁,,满二年
宗申青年国际,巴南,花溪,南北,4室2厅2卫,94㎡,高层(共18层),2017年建造,11703元/㎡,110万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,4室2厅2卫,120.19㎡,高层(共11层),2015年建造,10817元/㎡,130万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,3室2厅2卫,85㎡,中层(共11层),2016年建造,10942元/㎡,93万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,3室2厅2卫,71.9㎡,高层(共19层),2016年建造,10153元/㎡,73万,近地铁,,满二年
宗申青年国际,巴南,花溪,南北,2室2厅2卫,71.6㎡,低层(共24层),2014年建造,11174元/㎡,80万,近地铁,,满二年
奥园金樾山,巴南,花溪,南北,3室2厅2卫,99.67㎡,高层(共26层),2018年建造,9733元/㎡,97万,近地铁,,满二年
宗申青年国际,巴南,花溪,南北,3室2厅2卫,59㎡,高层(共23层),2018年建造,12373元/㎡,73万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,4室2厅2卫,123㎡,低层(共7层),2016年建造,12602元/㎡,155万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,3室2厅2卫,85㎡,低层(共11层),2018年建造,10000元/㎡,85万,近地铁,,满二年
宗申动力城(二三期),巴南,花溪,南北,2室2厅2卫,62㎡,低层(共32层),2012年建造,6936元/㎡,43万,近地铁,,满二年
申烨太阳城(一期),巴南,花溪,南北,1室1厅1卫,53.62㎡,高层(共32层),2013年建造,6901元/㎡,37万,近地铁,,满二年
东原桐麓,巴南,花溪,南北,3室2厅2卫,85㎡,低层(共11层),2018年建造,13883元/㎡,118万,近地铁,,满二年
典雅花溪半岛二期,巴南,花溪,南北,3室2厅2卫,73㎡,低层(共25层),2018年建造,11644元/㎡,85万,户型方正,,有电梯
中建瑜和城二期(建城路245号),巴南,花溪,南北,3室2厅2卫,94.15㎡,高层(共31层),2019年建造,12215元/㎡,115万,次新房,,满二年
中建滨江星城(2期1组团),巴南,花溪,南北,3室2厅2卫,119㎡,高层(共8层),2019年建造,11765元/㎡,140万,次新房,,满二年
中建滨江星城(2期1组团),巴南,花溪,南北,4室2厅2卫,119㎡,低层(共8层),2021年建造,11345元/㎡,135万,次新房,,满二年
荣盛滨江华府紫郡府,巴南,花溪,南北,4室2厅2卫,123.54㎡,低层(共8层),2022年建造,10523元/㎡,130万,次新房,,满二年
荣盛滨江华府紫郡府,巴南,花溪,南北,4室2厅2卫,133㎡,共4层,2021年建造,10903元/㎡,145万,次新房,,满二年
荣盛滨江华府紫郡府,巴南,花溪,南北,4室2厅2卫,133㎡,共4层,2021年建造,10452元/㎡,139万,次新房,,满二年
中建滨江星城(2期1组团),巴南,花溪,南北,4室2厅2卫,139㎡,高层(共8层),2021年建造,10216元/㎡,142万,次新房,,满二年
中建滨江星城(2期1组团),巴南,花溪,南北,3室2厅2卫,99.02㎡,低层(共18层),2019年建造,10604元/㎡,105万,次新房,,满二年
荣盛滨江华府紫郡府,巴南,花溪,南北,4室2厅2卫,144.6㎡,共4层,2021年建造,10374元/㎡,150万,次新房,,满二年
中建滨江星城(2期1组团),巴南,花溪,南北,4室2厅2卫,119.07㎡,低层(共8层),2020年建造,9659元/㎡,115万,次新房,,满二年
汇立花溪湾,巴南,花溪,南北,3室2厅2卫,91.05㎡,低层(共25层),2019年建造,10874元/㎡,99万,次新房,,近地铁
奥园金樾山,巴南,花溪,南北,3室2厅2卫,99.32㎡,低层(共17层),2019年建造,10170元/㎡,101万,次新房,,近地铁
荣盛滨江华府紫郡府,巴南,花溪,南北,4室2厅2卫,133.37㎡,共4层,2020年建造,10348元/㎡,138万,次新房,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,89㎡,低层(共11层),2019年建造,10675元/㎡,95万,车位充足,户型方正,满二年
中建瑜和城(一期),巴南,花溪,南北,3室2厅2卫,89㎡,低层(共32层),2020年建造,10113元/㎡,90万,车位充足,采光较好,有电梯
珠江城爱丽舍庄园,巴南,花溪,南北,4室2厅2卫,130㎡,低层(共7层),2018年建造,11154元/㎡,145万,车位充足,,满五年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,99㎡,中层(共11层),2018年建造,12930元/㎡,128万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,99㎡,中层(共11层),2019年建造,12425元/㎡,123万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,97.34㎡,高层(共11层),2019年建造,11301元/㎡,110万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,96.93㎡,低层(共16层),2020年建造,12381元/㎡,120万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,4室2厅2卫,118㎡,中层(共11层),2019年建造,10170元/㎡,120万,车位充足,,满二年
中建瑜和城(一期),巴南,花溪,南北,3室2厅2卫,107㎡,中层(共29层),2018年建造,11683元/㎡,125万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,82.5㎡,高层(共11层),2018年建造,11758元/㎡,97万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,89.93㎡,高层(共11层),2017年建造,10008元/㎡,90万,车位充足,,满二年
珠江城爱丽舍庄园,巴南,花溪,南北,4室2厅2卫,124.67㎡,高层(共7层),2018年建造,10155元/㎡,126.6万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,3室2厅2卫,97.34㎡,中层(共11层),2019年建造,10274元/㎡,100万,车位充足,,满二年
芸峰兰亭(二期),巴南,花溪,南北,4室2厅2卫,144.87㎡,低层(共11层),2019年建造,10355元/㎡,150万,车位充足,,满二年
珠江城爱丽舍庄园,巴南,花溪,南北,4室2厅2卫,130㎡,共1层,2018年建造,12154元/㎡,158万,车位充足,,满二年
典雅花溪半岛二期,巴南,花溪,南北,4室2厅2卫,98㎡,中层(共10层),2017年建造,7449元/㎡,73万,,,满五年
典雅花溪半岛二期,巴南,花溪,南北,3室2厅2卫,97㎡,低层(共10层),2016年建造,11341元/㎡,110万,,,满二年
